,date,lower_2_5,lower_25,forecast,upper_75,upper_97_5,macroregion,prob_high,prob_low,HT,LT,HTinc,LTinc
<<<<<<< HEAD
0,2024-01-14,551.1752459462732,732.8959240503609,889.1106927394867,982.4858311414719,1327.5277071118355,3107,100.0,0.0,216.707890466993,45.8940181137567,12.8576754303926,2.7229760200777
1,2024-01-21,555.2001106956974,777.7177946604788,919.6430486217141,1050.7958966866136,1411.7053119577454,3107,100.0,0.0,254.875905888468,50.683912899878,15.1222535823649,3.00716923691425
2,2024-01-28,546.6648728482426,813.2738361619413,925.5570178180933,1069.0953897982836,1332.196832145005,3107,100.0,0.0,265.3900707116,51.4013073323037,15.7460782083449,3.04973356047359
3,2024-02-04,526.7972011305392,835.2844379246235,963.7410904616117,1108.3671307861805,1336.8918985716996,3107,100.0,0.0,380.589691816396,64.8109395511096,22.5810823915234,3.84535156191689
4,2024-02-11,516.5041588447988,821.8887398131192,964.4397013708949,1127.8284225985408,1317.7873802550137,3107,100.0,0.0,440.758676188915,62.9050968608041,26.1510182640525,3.73227442992817
5,2024-02-18,496.13512664493174,796.1375168859959,926.1978730559349,1088.412990577519,1271.163655400276,3107,94.0,0.0,595.230656125618,121.659016096604,35.3161233132328,7.21825190019698
6,2024-02-25,460.61326465364544,757.6794750317931,932.8979540616274,1063.7363404780626,1296.3390394739804,3107,90.0,0.0,642.790022628627,132.751265054764,38.137907498631,7.87637531503801
7,2024-03-03,440.02944165039804,752.7860252782702,913.8600345924497,1074.4503771811724,1286.7797100059686,3107,72.0,0.0,781.559320640964,174.547703144085,46.3713437140873,10.3562344191108
8,2024-03-10,380.3986297292635,683.880568575114,863.8386303260922,1018.0913775041699,1262.4569985084233,3107,53.0,0.0,821.614044177917,185.772714954597,48.7478637087327,11.0222348967624
9,2024-03-17,320.1529563247226,647.5313703417778,814.986260086298,959.7227766439319,1216.014302776381,3107,15.0,0.0,1019.01942233875,204.769412294196,60.4602857859183,12.1493436887664
=======
0,2024-01-07,22.71017301867251,153.80448753526434,273.0707714986056,402.4606329817325,594.0438726380465,3107,77.0,3.0,151.144201387543,33.0286671157978,8.9676618624227,1.95965121878243
1,2024-01-14,18.553498402819972,144.22957567172125,267.36989534273744,369.9292221441865,594.7145185897126,3107,59.0,5.0,216.707890466993,45.8940181137567,12.8576754303926,2.7229760200777
2,2024-01-21,43.304435280198234,166.32678449666128,273.32879972085357,373.9002842064947,570.5951906215398,3107,53.0,3.0,254.875905888468,50.683912899878,15.1222535823649,3.00716923691425
3,2024-01-28,45.57128561879508,166.08496435638517,255.46106727607548,365.07841215468943,506.4251891188323,3107,49.0,3.0,265.3900707116,51.4013073323037,15.7460782083449,3.04973356047359
4,2024-02-04,40.3349157972727,166.02948823571205,245.9714613854885,337.4168410599232,520.3801430130377,3107,18.0,4.0,380.589691816396,64.8109395511096,22.5810823915234,3.84535156191689
5,2024-02-11,69.90399778587744,157.70366176916286,219.56821289286017,298.57111690565944,457.6309215076267,3107,4.0,3.0,440.758676188915,62.9050968608041,26.1510182640525,3.73227442992817
6,2024-02-18,73.97921019564383,159.27146379975602,216.74757822230458,290.4503574511036,406.0968687035143,3107,0.0,9.0,595.230656125618,121.659016096604,35.3161233132328,7.21825190019698
7,2024-02-25,83.64557581131812,162.45746655995026,221.0838549938053,276.16859108023345,407.37813913598654,3107,0.0,9.0,642.790022628627,132.751265054764,38.137907498631,7.87637531503801
8,2024-03-03,106.10127189396881,175.162555990275,215.02764394506812,273.59069947712123,350.26067209504544,3107,0.0,24.0,781.559320640964,174.547703144085,46.3713437140873,10.3562344191108
9,2024-03-10,85.40572049142793,166.31037278892472,203.33182429522276,241.10161635372788,349.82840051259825,3107,0.0,39.0,821.614044177917,185.772714954597,48.7478637087327,11.0222348967624
>>>>>>> a2b9f2e9bfd89b3a8c0701ca921b14166b38a566
